,query,title,company,location,link
0,Trading Engineer,Trading Tech Dev Ops Engineer,Cephas Consultancy Services Private Limited,"Cary, NC",https://www.linkedin.com/jobs/view/trading-tech-dev-ops-engineer-at-cephas-consultancy-services-private-limited-3469013514?refId=BnNtubEIxwH5LLKKi3UFWA%3D%3D&trackingId=FOJud%2B1nUTdHXyMdGR7wXw%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
1,Trading Engineer,Trading Tech Dev Ops Engineer,Cephas Consultancy Services Private Limited,"Cary, NC",https://www.linkedin.com/jobs/view/trading-tech-dev-ops-engineer-at-cephas-consultancy-services-private-limited-3469013514?refId=3PR13dQCCNnT%2FAwSxNkEvg%3D%3D&trackingId=KRynNFHot5neTV9p2eea1Q%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
